,player,team,club,age_years,age_float,age,minutes_90s,tackles,tackles_won,succesful_tackles_pct,tackles_def_3rd,tackles_mid_3rd,dribble_tackles,dribbled_past,dribbles_vs,dribble_tackles_pct,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_pen_area_pct,touches_def_3rd,touches_mid_3rd,miscontrols,dispossessed,passes_received,passes_completed,passes,passes_pct,passes_progressive_distance,assisted_shots,passes_into_final_third,progressive_passes,passes_dead,through_balls,passes_switches,passes_blocked,cards_yellow,cards_red,fouls,fouled,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,sca_fouled,sca_defense,gca_fouled,gca_defense
64,Eray Cömert,Switzerland,Valencia,24,24.8685,24-317,0.5,0.0,0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2,2.0,2.0,0.0,50.0,5.0,0.1,32.0,19.0,1.0,0.0,37.0,38.0,42.0,90.5,254.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,3,1,0.0,0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0
65,Eric Dier,England,Tottenham,28,28.9233,28-337,0.4,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,1.0,0.0,0.0,44.0,2.0,0.0455,22.0,23.0,0.0,0.0,35.0,40.0,41.0,97.6,318.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0.0,0,3.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0
66,Fabian Schär,Switzerland,Newcastle Utd,30,30.9945,30-363,1.5,2.0,1,0.5,1.0,1.0,1.0,0.0,1.0,100.0,1.0,1.0,0.0,2,4.0,7.0,0.0,100.0,14.0,0.14,50.0,48.0,1.0,1.0,56.0,65.0,82.0,79.3,444.0,0.0,4.0,2.0,8.0,0.0,4.0,0.0,2,0,1,2,0.0,0,7.0,4.0,4.0,50.0,0.0,0.0,0.0,0.0
67,Filip Kostić,Serbia,Juventus,30,30.1288,30-047,2.0,6.0,3,0.5,2.0,1.0,2.0,0.0,2.0,100.0,3.0,0.0,3.0,0,6.0,1.0,0.0,130.0,2.0,0.0154,18.0,57.0,3.0,1.0,72.0,72.0,113.0,63.7,416.0,1.0,3.0,6.0,24.0,1.0,0.0,5.0,0,0,3,1,0.0,0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0
68,Filip Mladenović,Serbia,Legia Warsaw,31,31.3425,31-125,0.7,0.0,0,,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0,29.0,1.0,0.0345,8.0,14.0,1.0,0.0,14.0,20.0,25.0,80.0,95.0,0.0,2.0,1.0,7.0,0.0,0.0,1.0,0,0,0,0,0.0,0,4.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0
69,Fodé Ballo-Touré,Senegal,Milan,25,25.9562,25-349,0.1,0.0,0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,7.0,0.0,0.0,6.0,5.0,8.0,62.5,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0.0,0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0
70,Fran Karačić,Australia,Brescia,26,26.6027,26-220,1.0,2.0,1,0.5,2.0,0.0,1.0,0.0,1.0,100.0,2.0,1.0,1.0,2,4.0,3.0,0.0,69.0,6.0,0.087,24.0,31.0,1.0,0.0,22.0,33.0,54.0,61.1,350.0,1.0,5.0,7.0,11.0,0.0,0.0,1.0,0,0,3,0,0.0,0,9.0,4.0,4.0,50.0,0.0,0.0,0.0,0.0
71,Francisco Calvo,Costa Rica,Konyaspor,30,30.4466,30-163,2.0,7.0,4,0.5714,6.0,1.0,4.0,3.0,7.0,57.1,3.0,1.0,2.0,2,9.0,2.0,0.0,121.0,8.0,0.0661,76.0,43.0,4.0,1.0,76.0,86.0,104.0,82.7,601.0,0.0,4.0,5.0,11.0,0.0,3.0,0.0,2,0,6,0,0.0,0,12.0,2.0,1.0,66.7,0.0,0.0,0.0,0.0
72,Félix Torres Caicedo,Ecuador,Santos,25,25.9342,25-341,3.0,2.0,2,1.0,2.0,0.0,2.0,1.0,3.0,66.7,3.0,2.0,1.0,4,6.0,10.0,0.0,233.0,21.0,0.0901,139.0,90.0,2.0,0.0,155.0,168.0,208.0,80.8,1317.0,1.0,3.0,2.0,10.0,0.0,1.0,3.0,0,0,1,0,0.0,0,17.0,9.0,4.0,69.2,0.0,1.0,0.0,0.0
73,Germán Pezzella,Argentina,Betis,31,31.4767,31-174,0.7,0.0,0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,47.0,0.0,0.0,10.0,36.0,0.0,0.0,40.0,42.0,45.0,93.3,234.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2,2,0.0,0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
74,Gideon Mensah,Ghana,Auxerre,24,24.4192,24-153,1.0,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,100.0,1.0,1.0,0.0,2,3.0,5.0,0.0,59.0,6.0,0.1017,23.0,25.0,2.0,1.0,29.0,36.0,46.0,78.3,202.0,1.0,2.0,3.0,7.0,0.0,1.0,0.0,0,0,0,0,0.0,0,4.0,4.0,2.0,66.7,0.0,0.0,0.0,0.0
75,Gleison Bremer,Brazil,Juventus,25,25.7534,25-275,1.2,1.0,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1,2.0,6.0,0.0,95.0,12.0,0.1263,56.0,36.0,1.0,0.0,68.0,78.0,84.0,92.9,438.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0,0,2,0,0.0,0,9.0,5.0,0.0,100.0,0.0,0.0,0.0,0.0
76,Gonzalo Montiel,Argentina,Sevilla,25,25.9616,25-351,1.3,3.0,2,0.6667,2.0,1.0,2.0,2.0,4.0,50.0,1.0,0.0,1.0,1,4.0,1.0,0.0,95.0,2.0,0.0211,23.0,49.0,3.0,2.0,68.0,69.0,81.0,85.2,307.0,3.0,4.0,2.0,12.0,0.0,0.0,4.0,3,0,4,2,1.0,0,3.0,1.0,2.0,33.3,0.0,0.0,0.0,0.0
77,Guillermo Varela,Uruguay,Flamengo,29,29.737,29-269,2.0,3.0,2,0.6667,2.0,1.0,3.0,1.0,4.0,75.0,1.0,0.0,1.0,3,6.0,1.0,0.0,109.0,2.0,0.0183,29.0,57.0,2.0,1.0,66.0,62.0,92.0,67.4,465.0,1.0,3.0,6.0,20.0,0.0,1.0,2.0,0,0,3,8,0.0,0,8.0,1.0,2.0,33.3,1.0,0.0,0.0,0.0
78,Harry Maguire,England,Manchester Utd,29,29.789,29-288,4.8,7.0,3,0.4286,4.0,3.0,1.0,1.0,2.0,50.0,4.0,3.0,1.0,4,11.0,18.0,0.0,445.0,28.0,0.0629,204.0,224.0,0.0,0.0,344.0,354.0,407.0,87.0,2340.0,1.0,23.0,19.0,16.0,0.0,5.0,3.0,1,0,6,2,0.0,0,17.0,15.0,5.0,75.0,1.0,1.0,0.0,0.0
79,Harry Souttar,Australia,Stoke City,24,24.1562,24-057,4.0,4.0,0,0.0,3.0,1.0,2.0,1.0,3.0,66.7,7.0,4.0,3.0,6,10.0,22.0,0.0,213.0,37.0,0.1737,143.0,68.0,1.0,0.0,128.0,138.0,167.0,82.6,1257.0,1.0,9.0,5.0,4.0,0.0,2.0,1.0,0,0,1,1,0.0,0,17.0,14.0,7.0,66.7,0.0,0.0,0.0,0.0
80,Hassan Al Tambakti,Saudi Arabia,Al-Shabab,23,23.8548,23-312,2.0,4.0,2,0.5,3.0,1.0,3.0,2.0,5.0,60.0,3.0,2.0,1.0,3,7.0,6.0,0.0,75.0,17.0,0.2267,43.0,31.0,0.0,0.0,34.0,40.0,55.0,72.7,326.0,0.0,1.0,3.0,6.0,0.0,1.0,1.0,1,0,2,5,0.0,0,9.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0
81,Hiroki Ito,Japan,Stuttgart,23,23.6027,23-220,0.5,0.0,0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,64.0,0.0,0.0,9.0,48.0,0.0,0.0,51.0,58.0,63.0,92.1,257.0,1.0,8.0,5.0,2.0,0.0,1.0,0.0,0,0,3,0,0.0,0,2.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0
82,Homam Ahmed,Qatar,Al-Gharafa Sports Club,23,23.3151,23-115,2.9,2.0,2,1.0,2.0,0.0,1.0,2.0,3.0,33.3,0.0,0.0,0.0,2,4.0,1.0,0.0,115.0,3.0,0.0261,27.0,56.0,4.0,2.0,67.0,77.0,105.0,73.3,182.0,2.0,1.0,2.0,23.0,0.0,2.0,6.0,1,0,5,8,0.0,0,14.0,5.0,2.0,71.4,0.0,0.0,0.0,0.0
83,Hong Chul,Korea Republic,Daegu,32,32.2521,32-092,0.5,0.0,0,,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,1.0,1,1.0,1.0,0.0,24.0,2.0,0.0833,6.0,9.0,0.0,0.0,15.0,17.0,20.0,85.0,102.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,0,0,0,0,0.0,0,2.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0
84,Hossein Kanaanizadegan,IR Iran,Al Ahli SC,28,28.7397,28-270,0.5,0.0,0,,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1,1.0,2.0,0.0,15.0,2.0,0.1333,10.0,5.0,0.0,0.0,7.0,8.0,11.0,72.7,121.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0.0,0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
85,Héctor Moreno,Mexico,Monterrey,34,34.9178,34-335,3.0,2.0,1,0.5,2.0,0.0,1.0,0.0,1.0,100.0,2.0,1.0,1.0,1,3.0,4.0,0.0,210.0,12.0,0.0571,73.0,133.0,2.0,1.0,150.0,165.0,195.0,84.6,1087.0,1.0,20.0,13.0,16.0,0.0,2.0,0.0,1,0,3,3,1.0,0,14.0,5.0,8.0,38.5,0.0,0.0,0.0,0.0
86,Ibrahima Konaté,France,Liverpool,23,23.5671,23-207,3.3,15.0,6,0.4,11.0,4.0,5.0,0.0,5.0,100.0,5.0,2.0,3.0,7,22.0,16.0,0.0,283.0,26.0,0.0919,111.0,171.0,3.0,2.0,205.0,216.0,236.0,91.5,1538.0,2.0,22.0,15.0,10.0,1.0,1.0,1.0,0,0,2,4,0.0,0,14.0,5.0,1.0,83.3,0.0,1.0,0.0,0.0
87,Ismail Jakobs,Senegal,Monaco,23,23.337,23-123,3.1,0.0,0,,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,4,4.0,14.0,0.0,184.0,7.0,0.038,61.0,78.0,2.0,1.0,85.0,107.0,156.0,68.6,708.0,5.0,8.0,6.0,41.0,0.0,0.0,0.0,1,0,3,6,0.0,0,9.0,8.0,3.0,72.7,0.0,0.0,0.0,0.0
88,Jackson Porozo,Ecuador,Troyes,22,22.3726,22-136,1.1,2.0,2,1.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,3,5.0,4.0,0.0,58.0,2.0,0.0345,26.0,30.0,0.0,2.0,32.0,39.0,44.0,88.6,181.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,1,2,0.0,0,2.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0
89,Jakub Kiwior,Poland,Spezia,22,22.8384,22-306,3.9,2.0,1,0.5,2.0,0.0,1.0,0.0,1.0,100.0,4.0,2.0,2.0,4,6.0,15.0,2.0,236.0,31.0,0.1314,140.0,93.0,2.0,1.0,165.0,174.0,205.0,84.9,1249.0,0.0,10.0,3.0,12.0,0.0,3.0,2.0,1,0,1,0,0.0,0,11.0,3.0,4.0,42.9,0.0,0.0,0.0,0.0
90,Jan Bednarek,Poland,Aston Villa,26,26.6849,26-250,0.1,0.0,0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,6.0,6.0,100.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
91,Jan Vertonghen,Belgium,Anderlecht,35,35.6521,35-238,3.0,0.0,0,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,5,5.0,12.0,0.0,290.0,36.0,0.1241,169.0,116.0,0.0,0.0,234.0,238.0,269.0,88.5,1560.0,0.0,6.0,8.0,6.0,0.0,2.0,4.0,0,0,0,6,0.0,0,15.0,11.0,5.0,68.8,0.0,0.0,0.0,0.0
92,Jawad El Yamiq,Morocco,Valladolid,30,30.8,30-292,3.4,4.0,2,0.5,4.0,0.0,3.0,0.0,3.0,100.0,6.0,6.0,0.0,5,9.0,17.0,0.0,202.0,29.0,0.1436,119.0,80.0,2.0,0.0,121.0,146.0,164.0,89.0,940.0,0.0,2.0,2.0,6.0,0.0,2.0,1.0,0,0,1,4,0.0,0,20.0,6.0,1.0,85.7,0.0,0.0,0.0,0.0
93,Jean-Charles Castelletto,Cameroon,Nantes,27,27.8932,27-326,2.0,3.0,3,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,6,9.0,12.0,0.0,109.0,21.0,0.1927,59.0,44.0,1.0,0.0,61.0,66.0,82.0,80.5,459.0,1.0,6.0,6.0,5.0,1.0,2.0,0.0,0,0,1,1,0.0,0,9.0,3.0,1.0,75.0,0.0,0.0,0.0,0.0
94,Jesús Gallardo,Mexico,Monterrey,28,28.3425,28-125,3.0,9.0,5,0.5556,5.0,4.0,3.0,5.0,8.0,37.5,5.0,1.0,4.0,1,10.0,10.0,0.0,167.0,7.0,0.0419,55.0,76.0,5.0,0.0,76.0,93.0,134.0,69.4,416.0,1.0,9.0,4.0,22.0,0.0,0.0,4.0,0,0,4,1,0.0,0,14.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0
95,Joachim Andersen,Denmark,Crystal Palace,26,26.5507,26-201,3.0,4.0,2,0.5,2.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0,4.0,12.0,0.0,281.0,20.0,0.0712,99.0,165.0,1.0,1.0,197.0,198.0,250.0,79.2,1456.0,1.0,30.0,16.0,3.0,0.0,8.0,2.0,0,0,3,4,0.0,0,15.0,10.0,8.0,55.6,0.0,0.0,0.0,0.0
96,Joakim Mæhle,Denmark,Atalanta,25,25.5808,25-212,2.8,9.0,5,0.5556,4.0,3.0,5.0,2.0,7.0,71.4,7.0,3.0,4.0,2,11.0,6.0,0.0,185.0,6.0,0.0324,49.0,69.0,3.0,2.0,111.0,119.0,146.0,81.5,428.0,1.0,6.0,7.0,26.0,0.0,0.0,2.0,0,0,1,4,0.0,0,10.0,1.0,9.0,10.0,0.0,0.0,0.0,0.0
97,Joe Rodon,Wales,Rennes,25,25.1562,25-057,3.0,2.0,2,1.0,1.0,1.0,1.0,1.0,2.0,50.0,2.0,2.0,0.0,4,6.0,13.0,0.0,192.0,27.0,0.1406,122.0,68.0,0.0,0.0,134.0,152.0,169.0,89.9,1019.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1,0,3,0,0.0,0,10.0,5.0,6.0,45.5,0.0,0.0,0.0,0.0
98,John Stones,England,Manchester City,28,28.5589,28-204,4.8,2.0,2,1.0,2.0,0.0,2.0,0.0,2.0,100.0,3.0,3.0,0.0,1,3.0,8.0,0.0,475.0,27.0,0.0568,209.0,257.0,1.0,0.0,403.0,435.0,454.0,95.8,2913.0,1.0,20.0,22.0,3.0,0.0,3.0,0.0,0,0,4,3,1.0,0,17.0,6.0,4.0,60.0,0.0,0.0,0.0,0.0
99,Jordi Alba,Spain,Barcelona,33,33.7452,33-272,2.9,6.0,4,0.6667,2.0,4.0,2.0,3.0,5.0,40.0,2.0,0.0,2.0,3,9.0,2.0,0.0,392.0,4.0,0.0102,62.0,223.0,4.0,0.0,305.0,328.0,372.0,88.2,1384.0,5.0,33.0,23.0,40.0,2.0,0.0,6.0,0,0,4,3,0.0,0,20.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
100,Jorge Eduardo Sánchez,Mexico,Ajax,25,25.0219,25-008,1.9,1.0,0,0.0,1.0,0.0,1.0,0.0,1.0,100.0,2.0,0.0,2.0,3,4.0,8.0,0.0,113.0,6.0,0.0531,32.0,48.0,4.0,4.0,54.0,69.0,87.0,79.3,484.0,0.0,4.0,9.0,25.0,0.0,0.0,2.0,1,0,5,1,0.0,0,6.0,3.0,2.0,60.0,0.0,0.0,0.0,0.0
101,Josip Juranović,Croatia,Celtic,27,27.3397,27-124,6.7,12.0,8,0.6667,9.0,3.0,8.0,0.0,8.0,100.0,5.0,3.0,2.0,3,15.0,15.0,0.0,450.0,33.0,0.0733,121.0,228.0,7.0,4.0,287.0,318.0,405.0,78.5,1748.0,7.0,24.0,21.0,68.0,0.0,2.0,16.0,0,0,1,6,0.0,0,40.0,2.0,4.0,33.3,0.0,0.0,0.0,0.0
102,Josip Stanišić,Croatia,Bayern Munich,22,22.7123,22-260,1.0,3.0,3,1.0,0.0,3.0,2.0,0.0,2.0,100.0,0.0,0.0,0.0,1,4.0,0.0,0.0,56.0,1.0,0.0179,16.0,29.0,0.0,0.0,29.0,36.0,49.0,73.5,129.0,0.0,0.0,1.0,9.0,0.0,1.0,4.0,0,0,1,2,0.0,0,4.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0
103,Josip Šutalo,Croatia,Dinamo Zagreb,22,22.8027,22-293,1.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0,0.0,5.0,0.0,73.0,14.0,0.1918,42.0,31.0,0.0,0.0,61.0,62.0,66.0,93.9,314.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
104,José María Giménez,Uruguay,Atlético Madrid,27,27.9096,27-332,3.0,4.0,1,0.25,3.0,1.0,2.0,5.0,7.0,28.6,6.0,5.0,1.0,7,11.0,11.0,0.0,213.0,26.0,0.1221,96.0,108.0,2.0,1.0,134.0,141.0,174.0,81.0,1084.0,0.0,11.0,10.0,8.0,1.0,1.0,0.0,1,0,4,3,1.0,0,13.0,8.0,3.0,72.7,0.0,0.0,0.0,0.0
105,João Cancelo,Portugal,Manchester City,28,28.5616,28-205,3.4,7.0,3,0.4286,1.0,2.0,4.0,1.0,5.0,80.0,1.0,1.0,0.0,2,9.0,8.0,0.0,311.0,8.0,0.0257,74.0,144.0,6.0,1.0,207.0,221.0,271.0,81.5,864.0,0.0,10.0,12.0,31.0,0.0,8.0,5.0,0,0,2,4,0.0,0,24.0,10.0,1.0,90.9,0.0,0.0,0.0,0.0
106,Joško Gvardiol,Croatia,RB Leipzig,20,20.9014,20-329,7.7,9.0,6,0.6667,5.0,4.0,5.0,3.0,8.0,62.5,8.0,4.0,4.0,11,20.0,37.0,0.0,601.0,84.0,0.1398,273.0,312.0,1.0,2.0,420.0,464.0,519.0,89.4,3112.0,1.0,26.0,17.0,11.0,2.0,3.0,0.0,0,0,8,6,0.0,0,48.0,3.0,5.0,37.5,1.0,0.0,0.0,0.0
107,Juan Foyth,Argentina,Villarreal,24,24.9315,24-340,0.1,0.0,0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,3.0,4.0,75.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
108,Juan Pablo Vargas,Costa Rica,Millonarios,27,27.5342,27-195,1.0,4.0,3,0.75,4.0,0.0,3.0,0.0,3.0,100.0,0.0,0.0,0.0,2,6.0,10.0,0.0,41.0,13.0,0.3171,32.0,8.0,1.0,0.0,14.0,19.0,24.0,79.2,223.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0,0.0,0,5.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0
109,Jules Koundé,France,Barcelona,24,24.0986,24-036,5.3,11.0,8,0.7273,9.0,1.0,7.0,5.0,12.0,58.3,7.0,4.0,3.0,5,16.0,8.0,0.0,352.0,17.0,0.0483,125.0,175.0,3.0,2.0,215.0,252.0,311.0,81.0,1291.0,1.0,25.0,6.0,44.0,0.0,0.0,8.0,1,0,5,2,0.0,0,25.0,5.0,8.0,38.5,0.0,0.0,0.0,0.0
110,Jurriën Timber,Netherlands,Ajax,21,21.5041,21-184,4.3,12.0,6,0.5,5.0,7.0,6.0,0.0,6.0,100.0,1.0,0.0,1.0,10,22.0,13.0,0.0,361.0,16.0,0.0443,130.0,226.0,7.0,2.0,261.0,283.0,313.0,90.4,1337.0,0.0,32.0,15.0,11.0,2.0,0.0,0.0,1,0,17,4,0.0,0,30.0,4.0,3.0,57.1,0.0,0.0,0.0,0.0
111,Kalidou Koulibaly,Senegal,Chelsea,31,31.4959,31-181,4.0,12.0,9,0.75,10.0,2.0,7.0,4.0,11.0,63.6,4.0,1.0,3.0,2,14.0,30.0,0.0,260.0,48.0,0.1846,151.0,108.0,1.0,1.0,140.0,156.0,205.0,76.1,1327.0,1.0,12.0,9.0,20.0,0.0,4.0,3.0,1,0,3,3,0.0,0,28.0,11.0,5.0,68.8,0.0,0.0,0.0,0.0
112,Kamal Miller,Canada,CF Montréal,25,25.5918,25-216,3.0,6.0,4,0.6667,5.0,1.0,2.0,1.0,3.0,66.7,1.0,1.0,0.0,4,10.0,11.0,1.0,229.0,18.0,0.0786,97.0,126.0,1.0,1.0,173.0,186.0,205.0,90.7,1385.0,0.0,21.0,10.0,9.0,0.0,0.0,1.0,1,0,0,3,0.0,0,14.0,7.0,5.0,58.3,0.0,0.0,0.0,0.0
113,Kamil Glik,Poland,Benevento,34,34.8712,34-318,4.0,2.0,1,0.5,1.0,1.0,2.0,1.0,3.0,66.7,2.0,1.0,1.0,3,5.0,23.0,0.0,167.0,29.0,0.1737,92.0,70.0,0.0,0.0,105.0,118.0,130.0,90.8,657.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0,0,2,0,0.0,0,11.0,4.0,3.0,57.1,0.0,0.0,0.0,0.0
114,Kendall Waston,Costa Rica,Deportivo Saprissa,34,34.9616,34-351,2.5,7.0,4,0.5714,6.0,1.0,3.0,1.0,4.0,75.0,2.0,1.0,1.0,5,12.0,14.0,0.0,107.0,30.0,0.2804,75.0,28.0,1.0,1.0,59.0,57.0,71.0,80.3,437.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0,0,1,0,0.0,0,10.0,4.0,3.0,57.1,0.0,0.0,0.0,0.0
115,Kevin Álvarez,Mexico,Pachuca,23,23.9233,23-337,0.8,1.0,0,0.0,1.0,0.0,1.0,0.0,1.0,100.0,2.0,0.0,2.0,1,2.0,2.0,0.0,38.0,1.0,0.0263,10.0,12.0,0.0,1.0,16.0,19.0,29.0,65.5,76.0,0.0,1.0,2.0,9.0,0.0,0.0,1.0,0,0,0,1,0.0,0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
116,Keysher Fuller,Costa Rica,Club Sport Herediano,28,28.4384,28-160,2.8,4.0,4,1.0,3.0,1.0,3.0,4.0,7.0,42.9,2.0,0.0,2.0,3,7.0,9.0,0.0,92.0,11.0,0.1196,38.0,36.0,4.0,1.0,47.0,44.0,63.0,69.8,194.0,1.0,2.0,1.0,8.0,0.0,0.0,2.0,0,0,2,4,0.0,0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
117,Kieran Trippier,England,Newcastle Utd,32,32.2466,32-090,2.3,6.0,4,0.6667,4.0,2.0,5.0,1.0,6.0,83.3,3.0,1.0,2.0,1,7.0,4.0,0.0,205.0,5.0,0.0244,53.0,111.0,1.0,1.0,133.0,165.0,195.0,84.6,762.0,3.0,11.0,13.0,39.0,0.0,1.0,3.0,0,0,1,0,0.0,0,11.0,4.0,1.0,80.0,0.0,0.0,0.0,0.0
118,Kim Jin-su,Korea Republic,Jeonbuk,30,30.5151,30-188,3.5,10.0,5,0.5,6.0,2.0,5.0,1.0,6.0,83.3,2.0,0.0,2.0,3,13.0,5.0,0.0,175.0,9.0,0.0514,50.0,60.0,4.0,0.0,97.0,105.0,146.0,71.9,672.0,5.0,5.0,7.0,31.0,0.0,0.0,4.0,0,0,1,6,0.0,0,12.0,10.0,4.0,71.4,0.0,1.0,0.0,0.0
119,Kim Min-jae,Korea Republic,Napoli,26,26.0904,26-033,3.0,2.0,1,0.5,2.0,0.0,1.0,0.0,1.0,100.0,5.0,1.0,4.0,2,4.0,8.0,0.0,213.0,29.0,0.1362,91.0,102.0,1.0,0.0,153.0,167.0,191.0,87.4,1234.0,0.0,19.0,10.0,0.0,0.0,6.0,2.0,0,0,0,0,0.0,0,14.0,10.0,1.0,90.9,0.0,0.0,0.0,0.0
120,Kim Moonhwan,Korea Republic,Jeonbuk,27,27.3808,27-139,4.0,9.0,4,0.4444,6.0,2.0,5.0,1.0,6.0,83.3,3.0,1.0,2.0,4,13.0,16.0,0.0,289.0,17.0,0.0588,76.0,118.0,6.0,2.0,157.0,201.0,242.0,83.1,1077.0,3.0,14.0,8.0,45.0,0.0,0.0,4.0,0,0,1,0,0.0,0,16.0,6.0,3.0,66.7,0.0,0.0,0.0,0.0
121,Kim Young-gwon,Korea Republic,Ulsan Hyundai,32,32.8055,32-294,3.9,3.0,2,0.6667,3.0,0.0,1.0,1.0,2.0,50.0,3.0,2.0,1.0,3,6.0,11.0,0.0,232.0,27.0,0.1164,119.0,107.0,0.0,0.0,172.0,178.0,209.0,85.2,1720.0,3.0,17.0,18.0,7.0,0.0,7.0,0.0,1,0,1,2,0.0,0,13.0,6.0,2.0,75.0,0.0,0.0,0.0,0.0
122,Ko Itakura,Japan,M'Gladbach,25,25.8904,25-325,3.0,9.0,5,0.5556,4.0,4.0,3.0,1.0,4.0,75.0,1.0,0.0,1.0,4,13.0,16.0,0.0,150.0,20.0,0.1333,63.0,80.0,4.0,1.0,91.0,98.0,111.0,88.3,494.0,1.0,7.0,1.0,2.0,1.0,0.0,1.0,2,0,5,0,0.0,0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
123,Kwon Kyung-won,Korea Republic,Gamba Osaka,30,30.8795,30-321,1.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,2,2.0,5.0,0.0,53.0,11.0,0.2075,30.0,21.0,0.0,0.0,36.0,39.0,43.0,90.7,216.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0,0,0,3,0.0,0,2.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0
124,Kye Rowles,Australia,Hearts,24,24.4849,24-177,4.0,8.0,2,0.25,5.0,3.0,4.0,3.0,7.0,57.1,9.0,7.0,2.0,7,15.0,16.0,1.0,231.0,43.0,0.1861,170.0,59.0,1.0,0.0,147.0,165.0,187.0,88.2,1025.0,0.0,2.0,1.0,6.0,0.0,1.0,3.0,0,0,1,2,0.0,0,12.0,4.0,2.0,66.7,0.0,0.0,0.0,0.0
